scale,eta
1,0.9999999990780007
2,0.9999999990780007
3,0.9999999990780007
4,0.9999999990780007
5,0.9999999990780007
6,0.9999999990780007
7,0.9999999990780007
8,0.9999999990780007
9,0.9999999990780007
10,0.9999999990780007
11,0.9999999990780007
12,0.9999999990780007
13,0.9999999990780007
14,0.9999999990780007
15,0.9999999990780007
16,0.9999999990780007
17,0.9999999990780007
18,0.9999999990780007
19,0.9999999990780007
20,0.9999999990780007
21,0.9999999990780007
22,0.9999999990780007
23,0.9999999990780007
24,0.9999999990780007
25,0.9999999990780007
26,0.9999999990780007
27,0.9999999990780007
28,0.9999999990780007
29,0.9999999990780007
30,0.9999999990780007
31,0.9999999990780007
32,0.9999999990780007
33,0.9999999990780007
34,0.9999999990780007
35,0.9999999990780007
36,0.9999999990780007
37,0.9999999990780007
38,0.9999999990780007
39,0.9999999990780007
40,0.9999999990780007
41,0.9999999990780007
42,0.9999999990780007
43,0.9999999990780007
44,0.9999999990780007
45,0.9999999990780007
46,0.9999999990780007
47,0.9999999990780007
48,0.9999999990780007
49,0.9999999990780007
50,0.9999999990780007
51,0.9999999990780007
52,0.9999999990780007
53,0.9999999990780007
54,0.9999999990780007
55,0.9999999990780007
56,0.9999999990780007
57,0.9999999990780007
58,0.9999999990780007
59,0.9999999990780007
60,0.9999999990780007
61,0.9999999990780007
62,0.9999999990780007
63,0.9999999990780007
64,0.9999999990780007
65,0.9999999990780007
66,0.9999999990780007
67,0.9999999990780007
68,0.9999999990780007
69,0.9999999990780007
70,0.9999999990780007
71,0.9999999990780007
72,0.9999999990780007
73,0.9999999990780007
74,0.9999999990780007
75,0.9999999990780007
76,0.9999999990780007
77,0.9999999990780007
78,0.9999999990780007
79,0.9999999990780007
80,0.9999999990780007
81,0.9999999990780007
82,0.9999999990780007
83,0.9999999990780007
84,0.9999999990780007
85,0.9999999990780007
86,0.9999999990780007
87,0.9999999990780007
88,0.9999999990780007
89,0.9999999990780007
90,0.9999999990780007
91,0.9999999990780007
92,0.9999999990780007
93,0.9999999990780007
94,0.9999999990780007
95,0.9999999990780007
96,0.9999999990780007
97,0.9999999990780007
98,0.9999999990780007
99,0.9999999990780007
100,0.9999999990780007
101,0.9999999990780007
102,0.9999999990780007
103,0.9999999990780007
104,0.9999999990780007
105,0.9999999990780007
106,0.9999999990780007
107,0.9999999990780007
108,0.9999999990780007
109,0.9999999990780007
110,0.9999999990780007
111,0.9999999990780007
112,0.9999999990780007
113,0.9999999990780007
114,0.9999999990780007
115,0.9999999990780007
116,0.9999999990780007
117,0.9999999990780007
118,0.9999999990780007
119,0.9999999990780007
120,0.9999999990780007
121,0.9999999990780007
122,0.9999999990780007
123,0.9999999990780007
124,0.9999999990780007
125,0.9999999990780007
126,0.9999999990780007
127,0.9999999990780007
128,0.9999999990780007
129,0.9999999990780007
130,0.9999999990780007
131,0.9999999990780007
132,0.9999999990780007
133,0.9999999990780007
134,0.9999999990780007
135,0.9999999990780007
136,0.9999999990780007
137,0.9999999990780007
138,0.9999999990780007
139,0.9999999990780007
140,0.9999999990780007
141,0.9999999990780007
142,0.9999999990780007
143,0.9999999990780007
144,0.9999999990780007
145,0.9999999990780007
146,0.9999999990780007
147,0.9999999990780007
148,0.9999999990780007
149,0.9999999990780007
150,0.9999999990780007
151,0.9999999990780007
152,0.9999999990780007
153,0.9999999990780007
154,0.9999999990780007
155,0.9999999990780007
156,0.9999999990780007
157,0.9999999990780007
158,0.9999999990780007
159,0.9999999990780007
160,0.9999999990780007
161,0.9999999990780007
162,0.9999999990780007
163,0.9999999990780007
164,0.9999999990780007
165,0.9999999990780007
166,0.9999999990780007
167,0.9999999990780007
168,0.9999999990780007
169,0.9999999990780007
170,0.9999999990780007
171,0.9999999990780007
172,0.9999999990780007
173,0.9999999990780007
174,0.9999999990780007
175,0.9999999990780007
176,0.9999999990780007
177,0.9999999990780007
178,0.9999999990780007
179,0.9999999990780007
180,0.9999999990780007
181,0.9999999990780007
182,0.9999999990780007
183,0.9999999990780007
184,0.9999999990780007
185,0.9999999990780007
186,0.9999999990780007
187,0.9999999990780007
188,0.9999999990780007
189,0.9999999990780007
190,0.9999999990780007
191,0.9999999990780007
192,0.9999999990780007
193,0.9999999990780007
194,0.9999999990780007
195,0.9999999990780007
196,0.9999999990780007
197,0.9999999990780007
198,0.9999999990780007
199,0.9999999990780007
200,0.9999999990780007
201,0.9999999990780007
202,0.9999999990780007
203,0.9999999990780007
204,0.9999999990780007
205,0.9999999990780007
206,0.9999999990780007
207,0.9999999990780007
208,0.9999999990780007
209,0.9999999990780007
210,0.9999999990780007
211,0.9999999990780007
212,0.9999999990780007
213,0.9999999990780007
214,0.9999999990780007
215,0.9999999990780007
216,0.9999999990780007
217,0.9999999990780007
218,0.9999999990780007
219,0.9999999990780007
220,0.9999999990780007
221,0.9999999990780007
222,0.9999999990780007
223,0.9999999990780007
224,0.9999999990780007
225,0.9999999990780007
226,0.9999999990780007
227,0.9999999990780007
228,0.9999999990780007
229,0.9999999990780007
230,0.9999999990780007
231,0.9999999990780007
232,0.9999999990780007
233,0.9999999990780007
234,0.9999999990780007
235,0.9999999990780007
236,0.9999999990780007
237,0.9999999990780007
238,0.9999999990780007
239,0.9999999990780007
240,0.9999999990780007
241,0.9999999990780007
242,0.9999999990780007
243,0.9999999990780007
244,0.9999999990780007
245,0.9999999990780007
246,0.9999999990780007
247,0.9999999990780007
248,0.9999999990780007
249,0.9999999990780007
250,0.9999999990780007
251,0.9999999990780007
252,0.9999999990780007
253,0.9999999990780007
254,0.9999999990780007
255,0.9999999990780007
256,0.9999999990780007
257,0.9999999990780007
258,0.9999999990780007
259,0.9999999990780007
260,0.9999999990780007
261,0.9999999990780007
262,0.9999999990780007
263,0.9999999990780007
264,0.9999999990780007
265,0.9999999990780007
266,0.9999999990780007
267,0.9999999990780007
268,0.9999999990780007
269,0.9999999990780007
270,0.9999999990780007
271,0.9999999990780007
272,0.9999999990780007
273,0.9999999990780007
274,0.9999999990780007
275,0.9999999990780007
276,0.9999999990780007
277,0.9999999990780007
278,0.9999999990780007
279,0.9999999990780007
280,0.9999999990780007
281,0.9999999990780007
282,0.9999999990780007
283,0.9999999990780007
284,0.9999999990780007
285,0.9999999990780007
286,0.9999999990780007
287,0.9999999990780007
288,0.9999999990780007
289,0.9999999990780007
290,0.9999999990780007
291,0.9999999990780007
292,0.9999999990780007
293,0.9999999990780007
294,0.9999999990780007
295,0.9999999990780007
296,0.9999999990780007
297,0.9999999990780007
298,0.9999999990780007
299,0.9999999990780007
300,0.9999999990780007
301,0.9999999990780007
302,0.9999999990780007
303,0.9999999990780007
304,0.9999999990780007
305,0.9999999990780007
306,0.9999999990780007
307,0.9999999990780007
308,0.9999999990780007
309,0.9999999990780007
310,0.9999999990780007
311,0.9999999990780007
312,0.9999999990780007
313,0.9999999990780007
314,0.9999999990780007
315,0.9999999990780007
316,0.9999999990780007
317,0.9999999990780007
318,0.9999999990780007
319,0.9999999990780007
320,0.9999999990780007
321,0.9999999990780007
322,0.9999999990780007
323,0.9999999990780007
324,0.9999999990780007
325,0.9999999990780007
326,0.9999999990780007
327,0.9999999990780007
328,0.9999999990780007
329,0.9999999990780007
330,0.9999999990780007
331,0.9999999990780007
332,0.9999999990780007
333,0.9999999990780007
334,0.9999999990780007
335,0.9999999990780007
336,0.9999999990780007
337,0.9999999990780007
338,0.9999999990780007
339,0.9999999990780007
340,0.9999999990780007
341,0.9999999990780007
342,0.9999999990780007
343,0.9999999990780007
344,0.9999999990780007
345,0.9999999990780007
346,0.9999999990780007
347,0.9999999990780007
348,0.9999999990780007
349,0.9999999990780007
350,0.9999999990780007
351,0.9999999990780007
352,0.9999999990780007
353,0.9999999990780007
354,0.9999999990780007
355,0.9999999990780007
356,0.9999999990780007
357,0.9999999990780007
358,0.9999999990780007
359,0.9999999990780007
360,0.9999999990780007
361,0.9999999990780007
362,0.9999999990780007
363,0.9999999990780007
364,0.9999999990780007
365,0.9999999990780007
366,0.9999999990780007
367,0.9999999990780007
368,0.9999999990780007
369,0.9999999990780007
370,0.9999999990780007
371,0.9999999990780007
372,0.9999999990780007
373,0.9999999990780007
374,0.9999999990780007
375,0.9999999990780007
376,0.9999999990780007
377,0.9999999990780007
378,0.9999999990780007
379,0.9999999990780007
380,0.9999999990780007
381,0.9999999990780007
382,0.9999999990780007
383,0.9999999990780007
384,0.9999999990780007
385,0.9999999990780007
386,0.9999999990780007
387,0.9999999990780007
388,0.9999999990780007
389,0.9999999990780007
390,0.9999999990780007
391,0.9999999990780007
392,0.9999999990780007
393,0.9999999990780007
394,0.9999999990780007
395,0.9999999990780007
396,0.9999999990780007
397,0.9999999990780007
398,0.9999999990780007
399,0.9999999990780007
400,0.9999999990780007
401,0.9999999990780007
402,0.9999999990780007
403,0.9999999990780007
404,0.9999999990780007
405,0.9999999990780007
406,0.9999999990780007
407,0.9999999990780007
408,0.9999999990780007
409,0.9999999990780007
410,0.9999999990780007
411,0.9999999990780007
412,0.9999999990780007
413,0.9999999990780007
414,0.9999999990780007
415,0.9999999990780007
416,0.9999999990780007
417,0.9999999990780007
418,0.9999999990780007
419,0.9999999990780007
420,0.9999999990780007
421,0.9999999990780007
422,0.9999999990780007
423,0.9999999990780007
424,0.9999999990780007
425,0.9999999990780007
426,0.9999999990780007
427,0.9999999990780007
428,0.9999999990780007
429,0.9999999990780007
430,0.9999999990780007
431,0.9999999990780007
432,0.9999999990780007
433,0.9999999990780007
434,0.9999999990780007
435,0.9999999990780007
436,0.9999999990780007
437,0.9999999990780007
438,0.9999999990780007
439,0.9999999990780007
440,0.9999999990780007
441,0.9999999990780007
442,0.9999999990780007
443,0.9999999990780007
444,0.9999999990780007
445,0.9999999990780007
446,0.9999999990780007
447,0.9999999990780007
448,0.9999999990780007
449,0.9999999990780007
450,0.9999999990780007
451,0.9999999990780007
452,0.9999999990780007
453,0.9999999990780007
454,0.9999999990780007
455,0.9999999990780007
456,0.9999999990780007
457,0.9999999990780007
458,0.9999999990780007
459,0.9999999990780007
460,0.9999999990780007
461,0.9999999990780007
462,0.9999999990780007
463,0.9999999990780007
464,0.9999999990780007
465,0.9999999990780007
466,0.9999999990780007
467,0.9999999990780007
468,0.9999999990780007
469,0.9999999990780007
470,0.9999999990780007
471,0.9999999990780007
472,0.9999999990780007
473,0.9999999990780007
474,0.9999999990780007
475,0.9999999990780007
476,0.9999999990780007
477,0.9999999990780007
478,0.9999999990780007
479,0.9999999990780007
480,0.9999999990780007
481,0.9999999990780007
482,0.9999999990780007
483,0.9999999990780007
484,0.9999999990780007
485,0.9999999990780007
486,0.9999999990780007
487,0.9999999990780007
488,0.9999999990780007
489,0.9999999990780007
490,0.9999999990780007
491,0.9999999990780007
492,0.9999999990780007
493,0.9999999990780007
494,0.9999999990780007
495,0.9999999990780007
496,0.9999999990780007
497,0.9999999990780007
498,0.9999999990780007
499,0.9999999990780007
500,0.9999999990780007
501,0.9999999990780007
502,0.9999999990780007
503,0.9999999990780007
504,0.9999999990780007
505,0.9999999990780007
506,0.9999999990780007
507,0.9999999990780007
508,0.9999999990780007
509,0.9999999990780007
510,0.9999999990780007
511,0.9999999990780007
512,0.9999999990780007
513,0.9999999990780007
514,0.9999999990780007
515,0.9999999990780007
516,0.9999999990780007
517,0.9999999990780007
518,0.9999999990780007
519,0.9999999990780007
520,0.9999999990780007
521,0.9999999990780007
522,0.9999999990780007
523,0.9999999990780007
524,0.9999999990780007
525,0.9999999990780007
526,0.9999999990780007
527,0.9999999990780007
528,0.9999999990780007
529,0.9999999990780007
530,0.9999999990780007
531,0.9999999990780007
532,0.9999999990780007
533,0.9999999990780007
534,0.9999999990780007
535,0.9999999990780007
536,0.9999999990780007
537,0.9999999990780007
538,0.9999999990780007
539,0.9999999990780007
540,0.9999999990780007
541,0.9999999990780007
542,0.9999999990780007
543,0.9999999990780007
544,0.9999999990780007
545,0.9999999990780007
546,0.9999999990780007
547,0.9999999990780007
548,0.9999999990780007
549,0.9999999990780007
550,0.9999999990780007
551,0.9999999990780007
552,0.9999999990780007
553,0.9999999990780007
554,0.9999999990780007
555,0.9999999990780007
556,0.9999999990780007
557,0.9999999990780007
558,0.9999999990780007
559,0.9999999990780007
560,0.9999999990780007
561,0.9999999990780007
562,0.9999999990780007
563,0.9999999990780007
564,0.9999999990780007
565,0.9999999990780007
566,0.9999999990780007
567,0.9999999990780007
568,0.9999999990780007
569,0.9999999990780007
570,0.9999999990780007
571,0.9999999990780007
572,0.9999999990780007
573,0.9999999990780007
574,0.9999999990780007
575,0.9999999990780007
576,0.9999999990780007
577,0.9999999990780007
578,0.9999999990780007
579,0.9999999990780007
580,0.9999999990780007
581,0.9999999990780007
582,0.9999999990780007
583,0.9999999990780007
584,0.9999999990780007
585,0.9999999990780007
586,0.9999999990780007
587,0.9999999990780007
588,0.9999999990780007
589,0.9999999990780007
590,0.9999999990780007
591,0.9999999990780007
592,0.9999999990780007
593,0.9999999990780007
594,0.9999999990780007
595,0.9999999990780007
596,0.9999999990780007
597,0.9999999990780007
598,0.9999999990780007
599,0.9999999990780007
600,0.9999999990780007
601,0.9999999990780007
602,0.9999999990780007
603,0.9999999990780007
604,0.9999999990780007
605,0.9999999990780007
606,0.9999999990780007
607,0.9999999990780007
608,0.9999999990780007
609,0.9999999990780007
610,0.9999999990780007
611,0.9999999990780007
612,0.9999999990780007
613,0.9999999990780007
614,0.9999999990780007
615,0.9999999990780007
616,0.9999999990780007
617,0.9999999990780007
618,0.9999999990780007
619,0.9999999990780007
620,0.9999999990780007
621,0.9999999990780007
622,0.9999999990780007
623,0.9999999990780007
624,0.9999999990780007
625,0.9999999990780007
626,0.9999999990780007
627,0.9999999990780007
628,0.9999999990780007
629,0.9999999990780007
630,0.9999999990780007
631,0.9999999990780007
632,0.9999999990780007
633,0.9999999990780007
634,0.9999999990780007
635,0.9999999990780007
636,0.9999999990780007
637,0.9999999990780007
638,0.9999999990780007
639,0.9999999990780007
640,0.9999999990780007
641,0.9999999990780007
642,0.9999999990780007
643,0.9999999990780007
644,0.9999999990780007
645,0.9999999990780007
646,0.9999999990780007
647,0.9999999990780007
648,0.9999999990780007
649,0.9999999990780007
650,0.9999999990780007
651,0.9999999990780007
652,0.9999999990780007
653,0.9999999990780007
654,0.9999999990780007
655,0.9999999990780007
656,0.9999999990780007
657,0.9999999990780007
658,0.9999999990780007
659,0.9999999990780007
660,0.9999999990780007
661,0.9999999990780007
662,0.9999999990780007
663,0.9999999990780007
664,0.9999999990780007
665,0.9999999990780007
666,0.9999999990780007
667,0.9999999990780007
668,0.9999999990780007
669,0.9999999990780007
670,0.9999999990780007
671,0.9999999990780007
672,0.9999999990780007
673,0.9999999990780007
674,0.9999999990780007
675,0.9999999990780007
676,0.9999999990780007
677,0.9999999990780007
678,0.9999999990780007
679,0.9999999990780007
680,0.9999999990780007
681,0.9999999990780007
682,0.9999999990780007
683,0.9999999990780007
684,0.9999999990780007
685,0.9999999990780007
686,0.9999999990780007
687,0.9999999990780007
688,0.9999999990780007
689,0.9999999990780007
690,0.9999999990780007
691,0.9999999990780007
692,0.9999999990780007
693,0.9999999990780007
694,0.9999999990780007
695,0.9999999990780007
696,0.9999999990780007
697,0.9999999990780007
698,0.9999999990780007
699,0.9999999990780007
700,0.9999999990780007
701,0.9999999990780007
702,0.9999999990780007
703,0.9999999990780007
704,0.9999999990780007
705,0.9999999990780007
706,0.9999999990780007
707,0.9999999990780007
708,0.9999999990780007
709,0.9999999990780007
710,0.9999999990780007
711,0.9999999990780007
712,0.9999999990780007
713,0.9999999990780007
714,0.9999999990780007
715,0.9999999990780007
716,0.9999999990780007
717,0.9999999990780007
718,0.9999999990780007
719,0.9999999990780007
720,0.9999999990780007
721,0.9999999990780007
722,0.9999999990780007
723,0.9999999990780007
724,0.9999999990780007
725,0.9999999990780007
726,0.9999999990780007
727,0.9999999990780007
728,0.9999999990780007
729,0.9999999990780007
730,0.9999999990780007
731,0.9999999990780007
732,0.9999999990780007
733,0.9999999990780007
734,0.9999999990780007
735,0.9999999990780007
736,0.9999999990780007
737,0.9999999990780007
738,0.9999999990780007
739,0.9999999990780007
740,0.9999999990780007
741,0.9999999990780007
742,0.9999999990780007
743,0.9999999990780007
744,0.9999999990780007
745,0.9999999990780007
746,0.9999999990780007
747,0.9999999990780007
748,0.9999999990780007
749,0.9999999990780007
750,0.9999999990780007
751,0.9999999990780007
752,0.9999999990780007
753,0.9999999990780007
754,0.9999999990780007
755,0.9999999990780007
756,0.9999999990780007
757,0.9999999990780007
758,0.9999999990780007
759,0.9999999990780007
760,0.9999999990780007
761,0.9999999990780007
762,0.9999999990780007
763,0.9999999990780007
764,0.9999999990780007
765,0.9999999990780007
766,0.9999999990780007
767,0.9999999990780007
768,0.9999999990780007
769,0.9999999990780007
770,0.9999999990780007
771,0.9999999990780007
772,0.9999999990780007
773,0.9999999990780007
774,0.9999999990780007
775,0.9999999990780007
776,0.9999999990780007
777,0.9999999990780007
778,0.9999999990780007
779,0.9999999990780007
780,0.9999999990780007
781,0.9999999990780007
782,0.9999999990780007
783,0.9999999990780007
784,0.9999999990780007
785,0.9999999990780007
